Formula,Formation Energy,Band Gap,Error
Nd1 Al1 C1,1.7070587873458862,1.9429978132247925,
Yb1 Al1 Hg1,0.2544867992401123,0.6326353549957275,
Nd1 Al1 C1,1.7070587873458862,1.9429978132247925,
Yb1 Al1 Hg1,0.2544867992401123,0.6326353549957275,
